"region","fecha","cases_registered","PCR","TestAc","hospitalized","intensive_care","deceassed","date","recovered"
"Asturias","16/4/2020",2319,2163,156,966,113,186,2020-04-16,NA
"Baleares","16/4/2020",1667,1667,NA,902,150,134,2020-04-16,NA
"Canarias","16/4/2020",2009,2009,0,811,159,111,2020-04-16,NA
"Cantabria","16/4/2020",1884,1884,NA,903,78,144,2020-04-16,NA
"Castilla-La Mancha","16/4/2020",15997,15997,NA,8018,511,1852,2020-04-16,NA
"Castilla y León","16/4/2020",14903,14903,NA,6518,449,1401,2020-04-16,NA
"Cataluña","16/4/2020",38316,38316,NA,21242,2305,3752,2020-04-16,NA
"Ceuta","16/4/2020",101,98,3,9,4,4,2020-04-16,NA
"C. Valenciana","16/4/2020",9783,9486,297,4605,632,999,2020-04-16,NA
"Extremadura","16/4/2020",3019,2656,363,1212,107,372,2020-04-16,NA
"Galicia","16/4/2020",8013,8013,NA,2535,290,320,2020-04-16,NA
"Madrid","16/4/2020",57157,57157,NA,36851,3214,7007,2020-04-16,NA
"Melilla","16/4/2020",104,104,NA,44,3,2,2020-04-16,NA
"Murcia","16/4/2020",1626,1424,202,585,99,112,2020-04-16,NA
"Navarra","16/4/2020",4433,4433,NA,1781,124,338,2020-04-16,NA
"País Vasco","16/4/2020",12089,11403,686,5939,484,992,2020-04-16,NA
"La Rioja","16/4/2020",4098,3547,551,1226,76,262,2020-04-16,NA
"Andalucía","17/4/2020",11168,10734,434,5341,677,967,2020-04-17,NA
"Aragón","17/4/2020",4761,4551,210,2180,237,601,2020-04-17,NA
"Asturias","17/4/2020",2366,2186,180,980,113,190,2020-04-17,NA
"Baleares","17/4/2020",1747,1723,24,934,155,148,2020-04-17,NA
"Canarias","17/4/2020",2035,2035,0,822,160,115,2020-04-17,NA
"Cantabria","17/4/2020",1990,1990,NA,911,78,149,2020-04-17,NA
"Castilla-La Mancha","17/4/2020",16349,16349,NA,8093,514,1913,2020-04-17,NA
"Castilla y León","17/4/2020",15293,15293,NA,6831,495,1429,2020-04-17,NA
"Cataluña","17/4/2020",40095,39943,152,22013,2349,3879,2020-04-17,NA
"Ceuta","17/4/2020",111,100,11,9,4,4,2020-04-17,NA
"C. Valenciana","17/4/2020",10117,9584,533,4708,636,1042,2020-04-17,NA
"Extremadura","17/4/2020",3131,2663,468,1240,107,380,2020-04-17,NA
"Galicia","17/4/2020",8084,8084,NA,2554,291,334,2020-04-17,NA
"Madrid","17/4/2020",57978,57978,0,37248,3228,7132,2020-04-17,NA
"Melilla","17/4/2020",104,104,0,44,3,2,2020-04-17,NA
"Murcia","17/4/2020",1647,1430,217,611,102,115,2020-04-17,NA
"Navarra","17/4/2020",4579,4349,230,1829,127,354,2020-04-17,NA
"País Vasco","17/4/2020",12355,11553,802,6030,490,1020,2020-04-17,NA
"La Rioja","17/4/2020",4250,3583,667,1249,78,272,2020-04-17,NA
"Andalucía","18/4/2020",11389,10898,491,5424,687,993,2020-04-18,NA
"Aragón","18/4/2020",4831,4608,223,2216,240,619,2020-04-18,NA
"Asturias","18/4/2020",2391,2203,188,988,114,197,2020-04-18,NA
"Baleares","18/4/2020",1772,1739,33,952,158,155,2020-04-18,NA
"Canarias","18/4/2020",2047,2047,0,825,162,119,2020-04-18,NA
"Cantabria","18/4/2020",2050,1949,101,924,78,153,2020-04-18,NA
"Castilla-La Mancha","18/4/2020",16625,14588,2037,8137,518,1963,2020-04-18,NA
"Castilla y León","18/4/2020",15621,14644,977,6981,498,1458,2020-04-18,NA
"Cataluña","18/4/2020",40600,40448,152,22235,2395,3933,2020-04-18,NA
"Ceuta","18/4/2020",112,100,12,9,4,4,2020-04-18,NA
"C. Valenciana","18/4/2020",10250,9657,593,4781,643,1065,2020-04-18,NA
"Extremadura","18/4/2020",3192,2673,519,1278,107,384,2020-04-18,NA
"Galicia","18/4/2020",8185,8185,NA,2590,294,346,2020-04-18,NA
"Madrid","18/4/2020",60941,58466,2475,37626,3238,7239,2020-04-18,NA
"Melilla","18/4/2020",107,104,3,44,3,2,2020-04-18,NA
"Murcia","18/4/2020",1653,1438,215,612,102,116,2020-04-18,NA
"Navarra","18/4/2020",4656,4413,243,1843,127,369,2020-04-18,NA
"País Vasco","18/4/2020",12569,11731,838,6086,499,1062,2020-04-18,NA
"La Rioja","18/4/2020",4330,3636,694,1268,79,277,2020-04-18,NA
"Andalucía","19/4/2020",11518,10991,527,5473,690,1013,2020-04-19,NA
"Aragón","19/4/2020",4886,4654,232,2244,242,637,2020-04-19,NA
"Asturias","19/4/2020",2407,2213,194,993,115,199,2020-04-19,NA
"Baleares","19/4/2020",1787,1748,39,960,159,157,2020-04-19,NA
"Canarias","19/4/2020",2067,2067,0,826,163,119,2020-04-19,NA
"Cantabria","19/4/2020",2083,1973,110,934,78,158,2020-04-19,NA
"Castilla-La Mancha","19/4/2020",16796,14725,2071,8173,531,2021,2020-04-19,NA
"Castilla y León","19/4/2020",15857,14781,1076,7080,501,1493,2020-04-19,NA
"Cataluña","19/4/2020",42703,41676,1027,22375,2409,4009,2020-04-19,NA
"Ceuta","19/4/2020",114,100,14,9,4,4,2020-04-19,NA
"C. Valenciana","19/4/2020",10339,9708,631,4827,646,1079,2020-04-19,NA
"Extremadura","19/4/2020",3243,2692,551,1306,107,389,2020-04-19,NA
"Galicia","19/4/2020",8299,8299,NA,2609,296,352,2020-04-19,NA
"Madrid","19/4/2020",61336,58673,2663,37970,3248,7351,2020-04-19,NA
"Melilla","19/4/2020",109,104,5,44,3,2,2020-04-19,NA
"Murcia","19/4/2020",1659,1440,219,612,103,117,2020-04-19,NA
"Navarra","19/4/2020",4735,4449,286,1856,128,385,2020-04-19,NA
"País Vasco","19/4/2020",12628,11789,839,6109,501,1081,2020-04-19,NA
"La Rioja","19/4/2020",4371,3664,707,1282,79,285,2020-04-19,NA
"Andalucía","20/4/2020",11648,11095,553,5509,692,1017,2020-04-20,NA
"Aragón","20/4/2020",4938,4684,254,2271,244,643,2020-04-20,NA
"Asturias","20/4/2020",2449,2220,229,999,116,203,2020-04-20,NA
"Baleares","20/4/2020",1807,1766,41,983,159,161,2020-04-20,NA
"Canarias","20/4/2020",2085,2085,0,837,164,120,2020-04-20,NA
"Cantabria","20/4/2020",2108,1998,110,948,78,165,2020-04-20,NA
"Castilla-La Mancha","20/4/2020",17045,14936,2109,8199,534,2075,2020-04-20,NA
"Castilla y León","20/4/2020",16259,14951,1308,7174,503,1521,2020-04-20,NA
"Cataluña","20/4/2020",44139,43112,1027,22796,2437,4152,2020-04-20,NA
"Ceuta","20/4/2020",114,100,14,9,4,4,2020-04-20,NA
"C. Valenciana","20/4/2020",10399,9750,649,4866,648,1089,2020-04-20,NA
"Extremadura","20/4/2020",3243,2692,551,1327,107,397,2020-04-20,NA
"Galicia","20/4/2020",8468,8468,NA,2652,296,360,2020-04-20,NA
"Madrid","20/4/2020",61972,59300,2672,38161,3278,7460,2020-04-20,NA
"Melilla","20/4/2020",110,105,5,44,3,2,2020-04-20,NA
"Murcia","20/4/2020",1696,1445,251,614,104,120,2020-04-20,NA
"Navarra","20/4/2020",4831,4475,356,1877,128,397,2020-04-20,NA
"País Vasco","20/4/2020",12810,11843,967,6141,507,1103,2020-04-20,NA
"La Rioja","20/4/2020",4483,3684,799,1297,81,294,2020-04-20,NA
"Andalucía","21/4/2020",11879,11225,654,5565,696,1050,2020-04-21,NA
"Aragón","21/4/2020",5054,4761,293,2304,246,656,2020-04-21,NA
"Asturias","21/4/2020",2507,2230,277,1007,116,211,2020-04-21,NA
"Baleares","21/4/2020",1834,1786,48,1001,163,164,2020-04-21,NA
"Canarias","21/4/2020",2094,2094,0,841,164,121,2020-04-21,NA
"Cantabria","21/4/2020",2160,2012,148,956,78,167,2020-04-21,NA
"Castilla-La Mancha","21/4/2020",17321,15053,2268,8243,537,2140,2020-04-21,NA
"Castilla y León","21/4/2020",16839,15141,1698,7264,505,1554,2020-04-21,NA
"Cataluña","21/4/2020",44829,43802,1027,23295,2460,4247,2020-04-21,NA
"Ceuta","21/4/2020",124,100,24,9,4,4,2020-04-21,NA
"C. Valenciana","21/4/2020",10571,9825,746,4896,649,1106,2020-04-21,NA
"Extremadura","21/4/2020",3243,2692,551,1349,107,404,2020-04-21,NA
"Galicia","21/4/2020",8634,8634,NA,2674,297,368,2020-04-21,NA
"Madrid","21/4/2020",62904,59950,2954,38328,3283,7577,2020-04-21,NA
"Melilla","21/4/2020",111,105,6,44,3,2,2020-04-21,NA
"Murcia","21/4/2020",1717,1455,262,622,104,123,2020-04-21,NA
"Navarra","21/4/2020",4958,4531,427,1894,128,401,2020-04-21,NA
"País Vasco","21/4/2020",13044,11974,1070,6201,513,1124,2020-04-21,NA
"La Rioja","21/4/2020",4586,3704,882,1318,81,298,2020-04-21,NA
"Andalucía","22/4/2020",12195,11358,837,5616,702,1079,2020-04-22,NA
"Aragón","22/4/2020",5237,4833,404,2340,247,681,2020-04-22,NA
"Asturias","22/4/2020",2559,2241,318,1009,116,222,2020-04-22,NA
"Baleares","22/4/2020",1859,1805,54,1018,162,168,2020-04-22,NA
"Canarias","22/4/2020",2113,2113,0,855,169,121,2020-04-22,NA
"Cantabria","22/4/2020",2206,2023,183,965,78,173,2020-04-22,NA
"Castilla-La Mancha","22/4/2020",17557,15128,2429,8304,546,2188,2020-04-22,NA
"Castilla y León","22/4/2020",17402,15510,1892,7397,508,1582,2020-04-22,NA
"Cataluña","22/4/2020",45919,44892,1027,23647,2478,4343,2020-04-22,NA
"Ceuta","22/4/2020",124,100,24,9,4,4,2020-04-22,NA
"C. Valenciana","22/4/2020",10735,9869,866,4917,650,1124,2020-04-22,NA
"Extremadura","22/4/2020",3366,2715,651,1375,107,407,2020-04-22,NA
"Galicia","22/4/2020",8805,8805,NA,2694,298,375,2020-04-22,NA
"Madrid","22/4/2020",64050,60657,3393,38620,3288,7684,2020-04-22,NA
"Melilla","22/4/2020",113,106,7,44,3,2,2020-04-22,NA
"Murcia","22/4/2020",1721,1460,261,624,104,124,2020-04-22,NA
"Navarra","22/4/2020",5063,4577,486,1907,129,409,2020-04-22,NA
"País Vasco","22/4/2020",13436,12094,1342,6260,516,1167,2020-04-22,NA
"La Rioja","22/4/2020",4727,3741,986,1331,82,303,2020-04-22,NA
"Andalucía","23/4/2020",12449,11486,963,5675,714,1107,2020-04-23,NA
"Aragón","23/4/2020",5295,4867,428,2359,248,695,2020-04-23,NA
"Asturias","23/4/2020",2599,2245,354,1012,117,228,2020-04-23,NA
"Baleares","23/4/2020",1876,1819,57,1036,162,172,2020-04-23,NA
"Canarias","23/4/2020",2140,2140,0,868,169,128,2020-04-23,NA
"Cantabria","23/4/2020",2273,2055,218,978,78,178,2020-04-23,NA
"Castilla-La Mancha","23/4/2020",18053,15365,2688,8342,553,2255,2020-04-23,NA
"Castilla y León","23/4/2020",17776,15692,2084,7506,510,1612,2020-04-23,NA
"Cataluña","23/4/2020",46571,45544,1027,24130,2569,4393,2020-04-23,NA
"Ceuta","23/4/2020",125,100,25,10,4,4,2020-04-23,NA
"C. Valenciana","23/4/2020",10906,9939,967,4945,651,1147,2020-04-23,NA
"Extremadura","23/4/2020",3403,2718,685,1413,107,411,2020-04-23,NA
"Galicia","23/4/2020",8932,8932,NA,2707,301,382,2020-04-23,NA
"Madrid","23/4/2020",64634,61099,3535,38837,3305,7765,2020-04-23,NA
"Melilla","23/4/2020",116,107,9,44,3,2,2020-04-23,NA
"Murcia","23/4/2020",1741,1468,273,625,105,125,2020-04-23,NA
"Navarra","23/4/2020",5180,4581,599,1915,129,417,2020-04-23,NA
"País Vasco","23/4/2020",13780,12204,1576,6315,518,1193,2020-04-23,NA
"La Rioja","23/4/2020",4865,3790,1075,1344,82,307,2020-04-23,NA
"Andalucía","24/4/2020",12774,11645,1129,5715,716,1131,2020-04-24,NA
"Aragón","24/4/2020",5382,4922,460,2372,249,709,2020-04-24,NA
"Asturias","24/4/2020",2642,2249,393,1020,117,235,2020-04-24,NA
"Baleares","24/4/2020",1905,1845,60,1053,162,174,2020-04-24,NA
"Canarias","24/4/2020",2155,2155,0,878,171,130,2020-04-24,NA
"Cantabria","24/4/2020",2315,2071,244,982,78,182,2020-04-24,NA
"Castilla-La Mancha","24/4/2020",18525,15509,3016,8385,559,2292,2020-04-24,NA
"Castilla y León","24/4/2020",18259,15990,2269,7555,511,1639,2020-04-24,NA
"Cataluña","24/4/2020",47288,46261,1027,24420,2576,4498,2020-04-24,NA
"Ceuta","24/4/2020",125,100,25,10,4,4,2020-04-24,NA
"C. Valenciana","24/4/2020",11123,10066,1057,4978,653,1172,2020-04-24,NA
"Extremadura","24/4/2020",3458,2718,740,1447,107,416,2020-04-24,NA
"Galicia","24/4/2020",9116,9116,NA,2717,302,388,2020-04-24,NA
"Madrid","24/4/2020",65310,61619,3691,39064,3307,7848,2020-04-24,NA
"Melilla","24/4/2020",118,108,10,44,3,2,2020-04-24,NA
"Murcia","24/4/2020",1756,1468,288,625,105,126,2020-04-24,NA
"Navarra","24/4/2020",5274,4627,647,1937,129,429,2020-04-24,NA
"País Vasco","24/4/2020",14132,12366,1766,6375,525,1212,2020-04-24,NA
"La Rioja","24/4/2020",4946,3821,1125,1360,83,311,2020-04-24,NA
"Andalucía","25/4/2020",12972,11712,1260,5747,716,1145,2020-04-25,NA
"Aragón","25/4/2020",5456,4955,501,2395,251,712,2020-04-25,NA
"Asturias","25/4/2020",2702,2261,441,1022,117,243,2020-04-25,NA
"Baleares","25/4/2020",1915,1852,63,1057,162,175,2020-04-25,NA
"Canarias","25/4/2020",2167,2167,0,880,171,131,2020-04-25,NA
"Cantabria","25/4/2020",2330,2083,247,991,78,183,2020-04-25,NA
"Castilla-La Mancha","25/4/2020",18995,15609,3386,8417,565,2330,2020-04-25,NA
"Castilla y León","25/4/2020",18684,16222,2462,7653,515,1666,2020-04-25,NA
"Cataluña","25/4/2020",47838,46811,1027,25665,2583,4566,2020-04-25,NA
"Ceuta","25/4/2020",131,100,31,10,4,4,2020-04-25,NA
"C. Valenciana","25/4/2020",11372,10160,1212,5013,654,1186,2020-04-25,NA
"Extremadura","25/4/2020",3465,2736,729,1480,107,422,2020-04-25,NA
"Galicia","25/4/2020",9176,9176,NA,2724,303,394,2020-04-25,NA
"Madrid","25/4/2020",65546,61855,3691,39217,3308,7922,2020-04-25,NA
"Melilla","25/4/2020",121,110,11,44,3,2,2020-04-25,NA
"Murcia","25/4/2020",1771,1474,297,627,106,127,2020-04-25,NA
"Navarra","25/4/2020",5452,4712,740,1942,129,431,2020-04-25,NA
"País Vasco","25/4/2020",14315,12455,1860,6426,533,1230,2020-04-25,NA
"La Rioja","25/4/2020",4998,3861,1137,1380,84,315,2020-04-25,NA
"Andalucía","26/4/2020",13108,11787,1321,5767,720,1157,2020-04-26,NA
"Aragón","26/4/2020",5504,4985,519,2403,251,726,2020-04-26,NA
"Asturias","26/4/2020",2735,2263,472,1028,117,248,2020-04-26,NA
"Baleares","26/4/2020",1920,1857,63,1057,162,179,2020-04-26,NA
"Canarias","26/4/2020",2178,2178,0,881,171,131,2020-04-26,NA
"Cantabria","26/4/2020",2350,2104,246,995,78,186,2020-04-26,NA
"Castilla-La Mancha","26/4/2020",19286,15664,3622,8444,579,2365,2020-04-26,NA
"Castilla y León","26/4/2020",19028,16404,2624,7703,518,1690,2020-04-26,NA
"Cataluña","26/4/2020",48782,47755,1027,25799,2724,4699,2020-04-26,NA
"Ceuta","26/4/2020",131,100,31,10,4,4,2020-04-26,NA
"C. Valenciana","26/4/2020",11412,10180,1232,5032,656,1189,2020-04-26,NA
"Extremadura","26/4/2020",3480,2749,731,1490,107,428,2020-04-26,NA
"Galicia","26/4/2020",9238,9238,NA,2728,304,405,2020-04-26,NA
"Madrid","26/4/2020",66007,61985,4022,39350,3309,7986,2020-04-26,NA
"Melilla","26/4/2020",121,110,11,44,3,2,2020-04-26,NA
"Murcia","26/4/2020",1771,1474,297,627,106,128,2020-04-26,NA
"Navarra","26/4/2020",5486,4733,753,1942,130,432,2020-04-26,NA
"País Vasco","26/4/2020",14412,12513,1899,6457,538,1241,2020-04-26,NA
"La Rioja","26/4/2020",5041,3892,1149,1392,85,320,2020-04-26,NA
"Andalucía","27/4/2020",13195,11836,1359,5792,721,1168,2020-04-27,NA
"Aragón","27/4/2020",5557,5004,553,2425,252,735,2020-04-27,NA
"Asturias","27/4/2020",2806,2269,537,1035,117,252,2020-04-27,NA
"Baleares","27/4/2020",1938,1868,70,1069,162,181,2020-04-27,NA
"Canarias","27/4/2020",2187,2187,0,900,174,133,2020-04-27,NA
"Cantabria","27/4/2020",2386,2115,271,1000,78,188,2020-04-27,NA
"Castilla-La Mancha","27/4/2020",19518,15706,3812,8464,584,2396,2020-04-27,NA
"Castilla y León","27/4/2020",19372,16589,2783,7777,522,1710,2020-04-27,NA
"Cataluña","27/4/2020",49185,48158,1027,26230,2750,4808,2020-04-27,NA
"Ceuta","27/4/2020",134,100,34,10,4,4,2020-04-27,NA
"C. Valenciana","27/4/2020",11658,10204,1454,5046,659,1200,2020-04-27,NA
"Extremadura","27/4/2020",3487,2751,736,1505,107,433,2020-04-27,NA
"Galicia","27/4/2020",9328,9328,NA,2734,305,412,2020-04-27,NA
"Madrid","27/4/2020",66784,62579,4205,39423,3338,8048,2020-04-27,NA
"Melilla","27/4/2020",125,114,11,44,3,2,2020-04-27,NA
"Murcia","27/4/2020",1793,1475,318,629,106,130,2020-04-27,NA
"Navarra","27/4/2020",5630,4759,871,1945,130,432,2020-04-27,NA
"País Vasco","27/4/2020",14804,12564,2240,6482,539,1255,2020-04-27,NA
"La Rioja","27/4/2020",5097,3897,1200,1400,87,326,2020-04-27,NA
"Andalucía","28/4/2020",13445,11917,1528,5831,721,1188,2020-04-28,NA
"Aragón","28/4/2020",5652,5042,610,2454,252,736,2020-04-28,NA
"Asturias","28/4/2020",2871,2284,587,1041,117,259,2020-04-28,NA
"Baleares","28/4/2020",1948,1877,71,1074,162,185,2020-04-28,NA
"Canarias","28/4/2020",2202,2202,0,906,175,134,2020-04-28,NA
"Cantabria","28/4/2020",2439,2146,293,1006,79,191,2020-04-28,NA
"Castilla-La Mancha","28/4/2020",19795,15785,4010,8523,588,2436,2020-04-28,NA
"Castilla y León","28/4/2020",19851,16690,3161,7854,524,1736,2020-04-28,NA
"Cataluña","28/4/2020",49681,48654,1027,26546,2768,4905,2020-04-28,NA
"Ceuta","28/4/2020",139,101,38,10,4,4,2020-04-28,NA
"C. Valenciana","28/4/2020",11816,10236,1580,5072,662,1218,2020-04-28,NA
"Extremadura","28/4/2020",3513,2764,749,1526,107,440,2020-04-28,NA
"Galicia","28/4/2020",9484,8693,791,2736,308,551,2020-04-28,NA
"Madrid","28/4/2020",67460,63079,4381,39850,3355,8105,2020-04-28,NA
"Melilla","28/4/2020",125,114,11,44,3,2,2020-04-28,NA
"Murcia","28/4/2020",1840,1480,360,635,106,130,2020-04-28,NA
"Navarra","28/4/2020",5884,4794,1090,1951,130,448,2020-04-28,NA
"País Vasco","28/4/2020",15138,12619,2519,6522,540,1274,2020-04-28,NA
"La Rioja","28/4/2020",5173,3910,1263,1413,87,330,2020-04-28,NA
"Andalucía","29/4/2020",13624,11949,1675,5873,721,1207,2020-04-29,NA
"Aragón","29/4/2020",5971,5091,880,2477,252,739,2020-04-29,NA
"Asturias","29/4/2020",2922,2295,627,1047,117,263,2020-04-29,NA
"Baleares","29/4/2020",1953,1881,72,1077,163,188,2020-04-29,NA
"Canarias","29/4/2020",2205,2205,0,909,175,135,2020-04-29,NA
"Cantabria","29/4/2020",2505,2173,332,1007,79,191,2020-04-29,NA
"Castilla-La Mancha","29/4/2020",20071,15832,4239,8567,592,2463,2020-04-29,NA
"Castilla y León","29/4/2020",20312,16885,3427,7957,528,1752,2020-04-29,NA
"Cataluña","29/4/2020",49943,48916,1027,26763,2784,4975,2020-04-29,NA
"Ceuta","29/4/2020",146,101,45,10,4,4,2020-04-29,NA
"C. Valenciana","29/4/2020",12058,10331,1727,5096,663,1236,2020-04-29,NA
"Extremadura","29/4/2020",3538,2785,753,1550,108,446,2020-04-29,NA
"Galicia","29/4/2020",9579,8731,848,2747,310,551,2020-04-29,NA
"Madrid","29/4/2020",67942,63454,4488,40076,3377,8176,2020-04-29,NA
"Melilla","29/4/2020",125,114,11,44,3,2,2020-04-29,NA
"Murcia","29/4/2020",1894,1486,408,637,108,130,2020-04-29,NA
"Navarra","29/4/2020",6140,4815,1325,1965,132,451,2020-04-29,NA
"País Vasco","29/4/2020",15519,12701,2818,6561,541,1296,2020-04-29,NA
"La Rioja","29/4/2020",5206,3918,1288,1424,88,332,2020-04-29,NA
"Andalucía","30/4/2020",13881,12061,1820,5935,729,1238,2020-04-30,NA
"Aragón","30/4/2020",6103,5116,987,2494,253,749,2020-04-30,NA
"Asturias","30/4/2020",2973,2310,663,1048,118,264,2020-04-30,NA
"Baleares","30/4/2020",1968,1892,76,1085,163,193,2020-04-30,NA
"Canarias","30/4/2020",2206,2206,0,914,175,136,2020-04-30,NA
"Cantabria","30/4/2020",2547,2184,363,1009,79,192,2020-04-30,NA
"Castilla-La Mancha","30/4/2020",20516,15910,4606,8618,596,2498,2020-04-30,NA
"Castilla y León","30/4/2020",20739,16993,3746,8010,531,1770,2020-04-30,NA
"Cataluña","30/4/2020",50334,49307,1027,26932,2795,5061,2020-04-30,NA
"Ceuta","30/4/2020",151,101,50,10,4,4,2020-04-30,NA
"C. Valenciana","30/4/2020",12209,10347,1862,5126,694,1245,2020-04-30,NA
"Extremadura","30/4/2020",3630,2811,819,1565,108,451,2020-04-30,NA
"Galicia","30/4/2020",9617,8769,848,2759,313,558,2020-04-30,NA
"Madrid","30/4/2020",68356,63747,4609,40293,3392,8222,2020-04-30,NA
"Melilla","30/4/2020",126,115,11,44,3,2,2020-04-30,NA
"Murcia","30/4/2020",1960,1488,472,638,109,132,2020-04-30,NA
"Navarra","30/4/2020",6337,4848,1489,1977,132,458,2020-04-30,NA
"País Vasco","30/4/2020",15969,12824,3145,6607,544,1312,2020-04-30,NA
"La Rioja","30/4/2020",5226,3936,1290,1433,88,333,2020-04-30,NA
"Andalucía","1/5/2020",14128,12105,2023,5961,735,1253,2020-05-01,NA
"Aragón","1/5/2020",6164,5136,1028,2503,253,761,2020-05-01,NA
"Asturias","1/5/2020",2997,2311,686,1052,120,270,2020-05-01,NA
"Baleares","1/5/2020",1980,1898,82,1089,163,197,2020-05-01,NA
"Canarias","1/5/2020",2212,2212,0,918,175,140,2020-05-01,NA
"Cantabria","1/5/2020",2577,2201,376,1009,79,193,2020-05-01,NA
"Castilla-La Mancha","1/5/2020",21023,15967,5056,8645,601,2534,2020-05-01,NA
"Castilla y León","1/5/2020",20999,17165,3834,8054,531,1788,2020-05-01,NA
"Cataluña","1/5/2020",50877,49850,1027,27049,2811,5137,2020-05-01,NA
"Ceuta","1/5/2020",152,101,51,10,4,4,2020-05-01,NA
"C. Valenciana","1/5/2020",12655,10552,2103,5153,695,1258,2020-05-01,NA
"Extremadura","1/5/2020",3690,2824,866,1592,108,458,2020-05-01,NA
"Galicia","1/5/2020",9652,8804,848,2769,313,563,2020-05-01,NA
"Madrid","1/5/2020",68537,63928,4609,40457,3404,8292,2020-05-01,NA
"Melilla","1/5/2020",126,115,11,44,3,2,2020-05-01,NA
"Murcia","1/5/2020",1966,1491,475,639,110,132,2020-05-01,NA
"Navarra","1/5/2020",6411,4888,1523,1979,132,460,2020-05-01,NA
"País Vasco","1/5/2020",16131,12899,3232,6659,551,1321,2020-05-01,NA
"La Rioja","1/5/2020",5239,3947,1292,1439,88,334,2020-05-01,NA
"Andalucía","2/5/2020",14251,12139,2112,5961,736,1256,2020-05-02,NA
"Aragón","2/5/2020",6208,5164,1044,2519,253,761,2020-05-02,NA
"Asturias","2/5/2020",3019,2313,706,1055,120,270,2020-05-02,NA
"Baleares","2/5/2020",1986,1904,82,1094,163,197,2020-05-02,NA
"Canarias","2/5/2020",2221,2221,0,919,175,140,2020-05-02,NA
"Cantabria","2/5/2020",2589,2205,384,1010,79,195,2020-05-02,NA
"Castilla-La Mancha","2/5/2020",21290,16017,5273,8676,604,2565,2020-05-02,NA
"Castilla y León","2/5/2020",21229,17283,3946,8085,533,1800,2020-05-02,NA
"Cataluña","2/5/2020",51261,50234,1027,27257,2844,5185,2020-05-02,NA
"Ceuta","2/5/2020",152,101,51,10,4,4,2020-05-02,NA
"C. Valenciana","2/5/2020",12813,10563,2250,5181,698,1264,2020-05-02,NA
"Extremadura","2/5/2020",3712,2844,868,1603,108,460,2020-05-02,NA
"Galicia","2/5/2020",9685,8837,848,2774,315,569,2020-05-02,NA
"Madrid","2/5/2020",68654,64045,4609,40597,3421,8332,2020-05-02,NA
"Melilla","2/5/2020",129,117,12,44,3,2,2020-05-02,NA
"Murcia","2/5/2020",1974,1492,482,641,110,134,2020-05-02,NA
"Navarra","2/5/2020",6427,4902,1525,1986,133,462,2020-05-02,NA
"País Vasco","2/5/2020",16203,12944,3259,6692,553,1329,2020-05-02,NA
"La Rioja","2/5/2020",5247,3952,1295,1446,88,335,2020-05-02,NA
"Andalucía","3/5/2020",14311,12156,2155,5973,738,1263,2020-05-03,NA
"Aragón","3/5/2020",6239,5188,1051,2526,253,762,2020-05-03,NA
"Asturias","3/5/2020",3031,2315,716,1057,120,274,2020-05-03,NA
"Baleares","3/5/2020",1987,1904,83,1097,163,197,2020-05-03,NA
"Canarias","3/5/2020",2225,2225,0,919,175,141,2020-05-03,NA
"Cantabria","3/5/2020",2596,2206,390,1011,79,197,2020-05-03,NA
"Castilla-La Mancha","3/5/2020",21511,16050,5461,8698,606,2590,2020-05-03,NA
"Castilla y León","3/5/2020",21379,17334,4045,8123,534,1818,2020-05-03,NA
"Cataluña","3/5/2020",51393,50366,1027,27321,2847,5220,2020-05-03,NA
"Ceuta","3/5/2020",152,101,51,10,4,4,2020-05-03,NA
"C. Valenciana","3/5/2020",12958,10575,2383,5204,700,1269,2020-05-03,NA
"Extremadura","3/5/2020",3722,2849,873,1618,108,460,2020-05-03,NA
"Galicia","3/5/2020",9707,8859,848,2782,315,575,2020-05-03,NA
"Madrid","3/5/2020",68766,64157,4609,40741,3431,8376,2020-05-03,NA
"Melilla","3/5/2020",131,119,12,44,3,2,2020-05-03,NA
"Murcia","3/5/2020",1974,1492,482,645,110,134,2020-05-03,NA
"Navarra","3/5/2020",6447,4918,1529,1990,133,466,2020-05-03,NA
"País Vasco","3/5/2020",16250,12956,3294,6719,554,1341,2020-05-03,NA
"La Rioja","3/5/2020",5258,3961,1297,1449,88,335,2020-05-03,NA
"Andalucía","4/5/2020",14351,12167,2184,5983,738,1267,2020-05-04,NA
"Aragón","4/5/2020",6282,5207,1075,2539,253,770,2020-05-04,NA
"Asturias","4/5/2020",3059,2316,743,1061,120,275,2020-05-04,NA
"Baleares","4/5/2020",1993,1906,87,1105,164,198,2020-05-04,NA
"Canarias","4/5/2020",2231,2231,0,920,176,142,2020-05-04,NA
"Cantabria","4/5/2020",2607,2207,400,1015,79,198,2020-05-04,NA
"Castilla-La Mancha","4/5/2020",21656,16080,5576,8725,609,2616,2020-05-04,NA
"Castilla y León","4/5/2020",21719,17429,4290,8153,537,1832,2020-05-04,NA
"Cataluña","4/5/2020",51798,50771,1027,27745,2856,5270,2020-05-04,NA
"Ceuta","4/5/2020",155,101,54,10,4,4,2020-05-04,NA
"C. Valenciana","4/5/2020",13000,10617,2383,5214,701,1279,2020-05-04,NA
"Extremadura","4/5/2020",3728,2852,876,1629,108,462,2020-05-04,NA
"Galicia","4/5/2020",9783,8881,902,2792,317,579,2020-05-04,NA
"Madrid","4/5/2020",69178,64489,4689,40851,3442,8420,2020-05-04,NA
