"name","date","value","daily_cases_avg7","OSI_NOM_eu"
"Abetxuko",2020-06-11,0,NA,"Araba"
"Abetxuko",2020-08-01,0,0.1,"Araba"
"Abetxuko",2020-06-25,0,NA,"Araba"
"Abetxuko",2020-08-27,0,1.1,"Araba"
"Abetxuko",2020-08-12,0,0.1,"Araba"
"Abetxuko",2020-06-01,0,NA,"Araba"
"Abetxuko",2020-09-01,0,0.3,"Araba"
"Abetxuko",2020-08-31,1,0.3,"Araba"
"Abetxuko",2020-07-18,1,0.1,"Araba"
"Abetxuko",2020-09-10,1,0.6,"Araba"
"Abetxuko",2020-07-21,0,0.3,"Araba"
"Abetxuko",2020-05-24,0,NA,"Araba"
"Abetxuko",2020-05-31,0,NA,"Araba"
"Abetxuko",2020-07-05,1,0.1,"Araba"
"Abetxuko",2020-05-16,0,NA,"Araba"
"Abetxuko",2020-06-16,0,NA,"Araba"
"Abetxuko",2020-08-07,0,0,"Araba"
"Abetxuko",2020-07-07,0,0.1,"Araba"
"Abetxuko",2020-07-09,0,0.1,"Araba"
"Abetxuko",2020-07-31,1,0.1,"Araba"
"Abetxuko",2020-08-17,1,0.4,"Araba"
"Abetxuko",2020-05-23,0,NA,"Araba"
"Abetxuko",2020-07-13,0,0,"Araba"
"Abetxuko",2020-09-05,0,0.6,"Araba"
"Abetxuko",2020-08-22,6,2,"Araba"
"Abetxuko",2020-09-13,0,0.9,"Araba"
"Abetxuko",2020-07-06,0,0.1,"Araba"
"Abetxuko",2020-05-17,0,NA,"Araba"
"Abetxuko",2020-06-08,0,NA,"Araba"
"Abetxuko",2020-07-16,0,0,"Araba"
"Abetxuko",2020-09-21,1,0.6,"Araba"
"Abetxuko",2020-08-18,3,0.9,"Araba"
"Abetxuko",2020-06-13,0,NA,"Araba"
"Abetxuko",2020-05-21,0,NA,"Araba"
"Abetxuko",2020-06-09,0,NA,"Araba"
"Abetxuko",2020-09-03,3,0.7,"Araba"
"Abetxuko",2020-06-04,0,NA,"Araba"
"Abetxuko",2020-09-15,0,0.4,"Araba"
"Abetxuko",2020-08-28,0,1,"Araba"
"Abetxuko",2020-09-20,0,0.4,"Araba"
"Abetxuko",2020-08-10,1,0.1,"Araba"
"Abetxuko",2020-06-24,0,NA,"Araba"
"Abetxuko",2020-05-25,0,NA,"Araba"
