"date","region_code","region","country","population","cases_registered","cases_per_100000","intensive_care","intensive_care_per_1000000","deceassed","deceassed_per_100000","recovered","recovered_per_100000"
2020-03-09,15,"Campania","Italia",5801692,120,2.07,8,0.14,0,0,1,0.02
2020-03-01,15,"Campania","Italia",5801692,17,0.29,0,0,0,0,0,0
2020-03-07,15,"Campania","Italia",5801692,61,1.05,0,0,0,0,0,0
2020-03-10,15,"Campania","Italia",5801692,127,2.19,8,0.14,0,0,1,0.02
2020-03-15,15,"Campania","Italia",5801692,333,5.74,22,0.38,9,0.16,28,0.48
2020-03-05,15,"Campania","Italia",5801692,45,0.78,0,0,0,0,0,0
2020-03-08,15,"Campania","Italia",5801692,101,1.74,7,0.12,0,0,1,0.02
2020-03-04,15,"Campania","Italia",5801692,31,0.53,0,0,0,0,0,0
2020-02-29,15,"Campania","Italia",5801692,13,0.22,0,0,0,0,0,0
2020-03-02,15,"Campania","Italia",5801692,17,0.29,0,0,0,0,0,0
2020-03-12,15,"Campania","Italia",5801692,179,3.09,11,0.19,1,0.02,4,0.07
2020-03-14,15,"Campania","Italia",5801692,272,4.69,17,0.29,6,0.1,23,0.4
2020-03-17,15,"Campania","Italia",5801692,460,7.93,24,0.41,9,0.16,28,0.48
2020-03-06,15,"Campania","Italia",5801692,57,0.98,0,0,0,0,0,0
2020-03-23,15,"Campania","Italia",5801692,1026,17.68,110,1.9,49,0.84,48,0.83
2020-03-11,15,"Campania","Italia",5801692,154,2.65,11,0.19,1,0.02,4,0.07
2020-03-18,15,"Campania","Italia",5801692,460,7.93,24,0.41,9,0.16,28,0.48
2020-03-16,15,"Campania","Italia",5801692,400,6.89,22,0.38,9,0.16,28,0.48
2020-02-26,15,"Campania","Italia",5801692,0,0,0,0,0,0,0,0
2020-02-28,15,"Campania","Italia",5801692,4,0.07,0,0,0,0,0,0
2020-03-24,15,"Campania","Italia",5801692,1101,18.98,181,3.12,56,0.97,53,0.91
2020-02-27,15,"Campania","Italia",5801692,3,0.05,0,0,0,0,0,0
2020-03-21,15,"Campania","Italia",5801692,844,14.55,87,1.5,22,0.38,29,0.5
2020-02-25,15,"Campania","Italia",5801692,0,0,0,0,0,0,0,0
2020-03-19,15,"Campania","Italia",5801692,652,11.24,36,0.62,17,0.29,30,0.52
2020-03-22,15,"Campania","Italia",5801692,936,16.13,99,1.71,29,0.5,41,0.71
2020-02-24,15,"Campania","Italia",5801692,0,0,0,0,0,0,0,0
2020-03-20,15,"Campania","Italia",5801692,749,12.91,41,0.71,17,0.29,30,0.52
2020-03-01,8,"Emilia Romagna","Italia",4459477,285,6.39,13,0.29,8,0.18,0,0
2020-03-24,8,"Emilia Romagna","Italia",4459477,9254,207.51,291,6.53,985,22.09,558,12.51
2020-03-02,8,"Emilia Romagna","Italia",4459477,335,7.51,16,0.36,11,0.25,0,0
2020-03-07,8,"Emilia Romagna","Italia",4459477,1010,22.65,64,1.44,48,1.08,25,0.56
2020-03-23,8,"Emilia Romagna","Italia",4459477,8535,191.39,276,6.19,892,20,423,9.49
2020-03-09,8,"Emilia Romagna","Italia",4459477,1386,31.08,90,2.02,70,1.57,30,0.67
2020-03-06,8,"Emilia Romagna","Italia",4459477,870,19.51,53,1.19,37,0.83,17,0.38
2020-03-08,8,"Emilia Romagna","Italia",4459477,1180,26.46,75,1.68,56,1.26,27,0.61
2020-03-14,8,"Emilia Romagna","Italia",4459477,2644,59.29,152,3.41,241,5.4,54,1.21
2020-03-03,8,"Emilia Romagna","Italia",4459477,420,9.42,24,0.54,18,0.4,4,0.09
2020-03-17,8,"Emilia Romagna","Italia",4459477,3931,88.15,223,5,393,8.81,134,3
2020-03-05,8,"Emilia Romagna","Italia",4459477,698,15.65,32,0.72,30,0.67,10,0.22
2020-03-11,8,"Emilia Romagna","Italia",4459477,1739,39,104,2.33,113,2.53,38,0.85
2020-02-27,8,"Emilia Romagna","Italia",4459477,97,2.18,6,0.13,1,0.02,0,0
2020-02-29,8,"Emilia Romagna","Italia",4459477,217,4.87,11,0.25,4,0.09,0,0
2020-03-16,8,"Emilia Romagna","Italia",4459477,3522,78.98,197,4.42,346,7.76,88,1.97
2020-02-28,8,"Emilia Romagna","Italia",4459477,145,3.25,6,0.13,2,0.04,0,0
2020-03-13,8,"Emilia Romagna","Italia",4459477,2263,50.75,128,2.87,201,4.51,51,1.14
2020-03-20,8,"Emilia Romagna","Italia",4459477,5968,133.83,267,5.99,640,14.35,239,5.36
2020-03-22,8,"Emilia Romagna","Italia",4459477,7555,169.41,269,6.03,816,18.3,349,7.83
2020-03-12,8,"Emilia Romagna","Italia",4459477,1947,43.66,112,2.51,146,3.27,43,0.96
2020-03-21,8,"Emilia Romagna","Italia",4459477,6705,150.35,265,5.94,715,16.03,329,7.38
2020-03-10,8,"Emilia Romagna","Italia",4459477,1533,34.38,98,2.2,85,1.91,31,0.7
2020-03-18,8,"Emilia Romagna","Italia",4459477,4525,101.47,247,5.54,458,10.27,152,3.41
2020-02-26,8,"Emilia Romagna","Italia",4459477,47,1.05,3,0.07,1,0.02,0,0
2020-03-15,8,"Emilia Romagna","Italia",4459477,3093,69.36,169,3.79,284,6.37,68,1.52
2020-03-04,8,"Emilia Romagna","Italia",4459477,544,12.2,26,0.58,22,0.49,6,0.13
2020-03-19,8,"Emilia Romagna","Italia",4459477,5214,116.92,260,5.83,531,11.91,177,3.97
2020-02-25,8,"Emilia Romagna","Italia",4459477,26,0.58,2,0.04,0,0,0,0
2020-02-24,8,"Emilia Romagna","Italia",4459477,18,0.4,2,0.04,0,0,0,0
2020-03-03,6,"Friuli Venezia Giulia","Italia",1215220,13,1.07,0,0,0,0,0,0
2020-03-01,6,"Friuli Venezia Giulia","Italia",1215220,6,0.49,0,0,0,0,0,0
2020-02-27,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-09,6,"Friuli Venezia Giulia","Italia",1215220,93,7.65,1,0.08,1,0.08,3,0.25
2020-03-07,6,"Friuli Venezia Giulia","Italia",1215220,42,3.46,1,0.08,0,0,3,0.25
2020-03-24,6,"Friuli Venezia Giulia","Italia",1215220,992,81.63,49,4.03,64,5.27,80,6.58
2020-03-10,6,"Friuli Venezia Giulia","Italia",1215220,116,9.55,6,0.49,3,0.25,3,0.25
2020-03-08,6,"Friuli Venezia Giulia","Italia",1215220,57,4.69,1,0.08,1,0.08,3,0.25
2020-02-28,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-05,6,"Friuli Venezia Giulia","Italia",1215220,21,1.73,0,0,0,0,0,0
2020-03-19,6,"Friuli Venezia Giulia","Italia",1215220,599,49.29,29,2.39,36,2.96,41,3.37
2020-03-02,6,"Friuli Venezia Giulia","Italia",1215220,9,0.74,0,0,0,0,0,0
2020-02-29,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-23,6,"Friuli Venezia Giulia","Italia",1215220,930,76.53,41,3.37,54,4.44,105,8.64
2020-03-04,6,"Friuli Venezia Giulia","Italia",1215220,18,1.48,0,0,0,0,0,0
2020-03-21,6,"Friuli Venezia Giulia","Italia",1215220,790,65.01,37,3.04,42,3.46,82,6.75
2020-02-26,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-06,6,"Friuli Venezia Giulia","Italia",1215220,31,2.55,0,0,0,0,3,0.25
2020-03-22,6,"Friuli Venezia Giulia","Italia",1215220,874,71.92,47,3.87,47,3.87,89,7.32
2020-03-11,6,"Friuli Venezia Giulia","Italia",1215220,126,10.37,5,0.41,6,0.49,10,0.82
2020-03-15,6,"Friuli Venezia Giulia","Italia",1215220,347,28.55,12,0.99,14,1.15,17,1.4
2020-03-14,6,"Friuli Venezia Giulia","Italia",1215220,301,24.77,11,0.91,13,1.07,17,1.4
2020-03-12,6,"Friuli Venezia Giulia","Italia",1215220,167,13.74,10,0.82,8,0.66,11,0.91
2020-02-25,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-16,6,"Friuli Venezia Giulia","Italia",1215220,386,31.76,19,1.56,22,1.81,18,1.48
2020-02-24,6,"Friuli Venezia Giulia","Italia",1215220,0,0,0,0,0,0,0,0
2020-03-13,6,"Friuli Venezia Giulia","Italia",1215220,257,21.15,8,0.66,10,0.82,11,0.91
2020-03-20,6,"Friuli Venezia Giulia","Italia",1215220,656,53.98,32,2.63,38,3.13,63,5.18
2020-03-17,6,"Friuli Venezia Giulia","Italia",1215220,394,32.42,21,1.73,30,2.47,17,1.4
2020-03-18,6,"Friuli Venezia Giulia","Italia",1215220,462,38.02,27,2.22,31,2.55,15,1.23
2020-03-03,12,"Lazio","Italia",5879082,14,0.24,0,0,0,0,3,0.05
2020-03-09,12,"Lazio","Italia",5879082,102,1.73,8,0.14,5,0.09,3,0.05
2020-03-01,12,"Lazio","Italia",5879082,6,0.1,0,0,0,0,3,0.05
2020-03-24,12,"Lazio","Italia",5879082,1728,29.39,94,1.6,80,1.36,103,1.75
2020-03-10,12,"Lazio","Italia",5879082,116,1.97,15,0.26,6,0.1,11,0.19
2020-03-05,12,"Lazio","Italia",5879082,44,0.75,7,0.12,0,0,3,0.05
2020-03-07,12,"Lazio","Italia",5879082,76,1.29,8,0.14,1,0.02,3,0.05
2020-02-27,12,"Lazio","Italia",5879082,3,0.05,0,0,0,0,3,0.05
2020-03-21,12,"Lazio","Italia",5879082,1190,20.24,70,1.19,50,0.85,54,0.92
2020-03-06,12,"Lazio","Italia",5879082,54,0.92,8,0.14,1,0.02,3,0.05
2020-03-08,12,"Lazio","Italia",5879082,87,1.48,8,0.14,3,0.05,3,0.05
2020-03-11,12,"Lazio","Italia",5879082,150,2.55,18,0.31,6,0.1,19,0.32
2020-03-04,12,"Lazio","Italia",5879082,30,0.51,3,0.05,0,0,3,0.05
2020-02-29,12,"Lazio","Italia",5879082,6,0.1,0,0,0,0,3,0.05
2020-03-12,12,"Lazio","Italia",5879082,200,3.4,20,0.34,9,0.15,19,0.32
2020-02-28,12,"Lazio","Italia",5879082,3,0.05,0,0,0,0,3,0.05
2020-03-22,12,"Lazio","Italia",5879082,1383,23.52,79,1.34,53,0.9,58,0.99
2020-03-15,12,"Lazio","Italia",5879082,436,7.42,31,0.53,16,0.27,24,0.41
2020-03-02,12,"Lazio","Italia",5879082,7,0.12,0,0,0,0,3,0.05
2020-02-25,12,"Lazio","Italia",5879082,3,0.05,1,0.02,0,0,1,0.02
2020-03-19,12,"Lazio","Italia",5879082,823,14,45,0.77,38,0.65,44,0.75
2020-03-16,12,"Lazio","Italia",5879082,523,8.9,31,0.53,19,0.32,32,0.54
2020-03-13,12,"Lazio","Italia",5879082,277,4.71,24,0.41,11,0.19,24,0.41
2020-03-23,12,"Lazio","Italia",5879082,1540,26.19,96,1.63,63,1.07,63,1.07
2020-03-18,12,"Lazio","Italia",5879082,724,12.31,44,0.75,32,0.54,42,0.71
2020-03-17,12,"Lazio","Italia",5879082,607,10.32,44,0.75,23,0.39,34,0.58
2020-03-14,12,"Lazio","Italia",5879082,357,6.07,25,0.43,13,0.22,24,0.41
2020-03-20,12,"Lazio","Italia",5879082,1008,17.15,47,0.8,43,0.73,53,0.9
2020-02-24,12,"Lazio","Italia",5879082,3,0.05,1,0.02,0,0,1,0.02
2020-02-26,12,"Lazio","Italia",5879082,3,0.05,0,0,0,0,3,0.05
2020-03-07,7,"Liguria","Italia",1550640,51,3.29,6,0.39,4,0.26,5,0.32
2020-03-24,7,"Liguria","Italia",1550640,2116,136.46,147,9.48,231,14.9,193,12.45
2020-03-02,7,"Liguria","Italia",1550640,22,1.42,1,0.06,0,0,4,0.26
2020-03-01,7,"Liguria","Italia",1550640,25,1.61,1,0.06,0,0,4,0.26
2020-03-05,7,"Liguria","Italia",1550640,28,1.81,3,0.19,3,0.19,4,0.26
2020-03-22,7,"Liguria","Italia",1550640,1665,107.38,132,8.51,171,11.03,143,9.22
2020-03-03,7,"Liguria","Italia",1550640,24,1.55,2,0.13,1,0.06,4,0.26
2020-03-09,7,"Liguria","Italia",1550640,109,7.03,17,1.1,7,0.45,5,0.32
2020-03-23,7,"Liguria","Italia",1550640,1924,124.08,133,8.58,212,13.67,159,10.25
2020-03-12,7,"Liguria","Italia",1550640,274,17.67,36,2.32,11,0.71,20,1.29
2020-02-27,7,"Liguria","Italia",1550640,19,1.23,0,0,0,0,0,0
2020-02-26,7,"Liguria","Italia",1550640,11,0.71,0,0,0,0,0,0
2020-03-08,7,"Liguria","Italia",1550640,78,5.03,11,0.71,6,0.39,5,0.32
2020-02-28,7,"Liguria","Italia",1550640,19,1.23,0,0,0,0,0,0
2020-03-19,7,"Liguria","Italia",1550640,1059,68.29,112,7.22,91,5.87,85,5.48
2020-03-10,7,"Liguria","Italia",1550640,141,9.09,29,1.87,8,0.52,5,0.32
2020-02-29,7,"Liguria","Italia",1550640,42,2.71,1,0.06,0,0,4,0.26
2020-02-25,7,"Liguria","Italia",1550640,1,0.06,0,0,0,0,0,0
2020-03-13,7,"Liguria","Italia",1550640,345,22.25,44,2.84,17,1.1,24,1.55
2020-03-04,7,"Liguria","Italia",1550640,26,1.68,3,0.19,1,0.06,4,0.26
2020-02-24,7,"Liguria","Italia",1550640,0,0,0,0,0,0,0,0
2020-03-14,7,"Liguria","Italia",1550640,463,29.86,62,4,27,1.74,52,3.35
2020-03-17,7,"Liguria","Italia",1550640,778,50.17,85,5.48,60,3.87,57,3.68
2020-03-18,7,"Liguria","Italia",1550640,887,57.2,100,6.45,73,4.71,70,4.51
2020-03-15,7,"Liguria","Italia",1550640,559,36.05,66,4.26,33,2.13,33,2.13
2020-03-06,7,"Liguria","Italia",1550640,32,2.06,5,0.32,3,0.19,5,0.32
2020-03-20,7,"Liguria","Italia",1550640,1221,78.74,121,7.8,119,7.67,101,6.51
2020-03-11,7,"Liguria","Italia",1550640,194,12.51,34,2.19,8,0.52,5,0.32
2020-03-21,7,"Liguria","Italia",1550640,1436,92.61,129,8.32,152,9.8,125,8.06
2020-03-16,7,"Liguria","Italia",1550640,667,43.01,73,4.71,50,3.22,42,2.71
2020-03-07,3,"Lombardia","Italia",10060574,3420,33.99,359,3.57,154,1.53,524,5.21
2020-03-01,3,"Lombardia","Italia",10060574,984,9.78,106,1.05,24,0.24,73,0.73
2020-03-08,3,"Lombardia","Italia",10060574,4189,41.64,399,3.97,267,2.65,550,5.47
2020-03-03,3,"Lombardia","Italia",10060574,1520,15.11,167,1.66,55,0.55,139,1.38
2020-03-02,3,"Lombardia","Italia",10060574,1254,12.46,127,1.26,38,0.38,139,1.38
2020-03-05,3,"Lombardia","Italia",10060574,2251,22.37,244,2.43,98,0.97,376,3.74
2020-03-12,3,"Lombardia","Italia",10060574,8725,86.72,605,6.01,744,7.4,1085,10.78
2020-03-10,3,"Lombardia","Italia",10060574,5791,57.56,466,4.63,468,4.65,896,8.91
2020-03-09,3,"Lombardia","Italia",10060574,5469,54.36,440,4.37,333,3.31,646,6.42
2020-03-23,3,"Lombardia","Italia",10060574,28761,285.88,1183,11.76,3776,37.53,6075,60.38
2020-02-28,3,"Lombardia","Italia",10060574,531,5.28,47,0.47,17,0.17,40,0.4
2020-03-04,3,"Lombardia","Italia",10060574,1820,18.09,209,2.08,73,0.73,250,2.48
2020-02-27,3,"Lombardia","Italia",10060574,403,4.01,41,0.41,14,0.14,40,0.4
2020-03-06,3,"Lombardia","Italia",10060574,2612,25.96,309,3.07,135,1.34,469,4.66
2020-02-25,3,"Lombardia","Italia",10060574,240,2.39,25,0.25,9,0.09,0,0
2020-03-24,3,"Lombardia","Italia",10060574,30703,305.18,1194,11.87,4178,41.53,6657,66.17
2020-03-11,3,"Lombardia","Italia",10060574,7280,72.36,560,5.57,617,6.13,900,8.95
2020-03-15,3,"Lombardia","Italia",10060574,13272,131.92,767,7.62,1218,12.11,2011,19.99
2020-03-14,3,"Lombardia","Italia",10060574,11685,116.15,732,7.28,966,9.6,1660,16.5
2020-03-19,3,"Lombardia","Italia",10060574,19884,197.64,1006,10,2168,21.55,3778,37.55
2020-03-22,3,"Lombardia","Italia",10060574,27206,270.42,1142,11.35,3456,34.35,5865,58.3
2020-02-29,3,"Lombardia","Italia",10060574,615,6.11,80,0.8,23,0.23,40,0.4
2020-02-26,3,"Lombardia","Italia",10060574,258,2.56,25,0.25,9,0.09,0,0
2020-03-13,3,"Lombardia","Italia",10060574,9820,97.61,650,6.46,890,8.85,1198,11.91
2020-03-17,3,"Lombardia","Italia",10060574,16220,161.22,879,8.74,1640,16.3,2485,24.7
2020-03-18,3,"Lombardia","Italia",10060574,17713,176.06,924,9.18,1959,19.47,3488,34.67
2020-03-21,3,"Lombardia","Italia",10060574,25515,253.61,1093,10.86,3095,30.76,5050,50.2
2020-02-24,3,"Lombardia","Italia",10060574,172,1.71,19,0.19,6,0.06,0,0
2020-03-20,3,"Lombardia","Italia",10060574,22264,221.3,1050,10.44,2549,25.34,4295,42.69
2020-03-16,3,"Lombardia","Italia",10060574,14649,145.61,823,8.18,1420,14.11,2368,23.54
2020-03-06,11,"Marche","Italia",1525271,159,10.42,20,1.31,4,0.26,0,0
2020-03-15,11,"Marche","Italia",1525271,1133,74.28,98,6.43,46,3.02,0,0
2020-03-24,11,"Marche","Italia",1525271,2736,179.38,149,9.77,231,15.14,8,0.52
2020-03-10,11,"Marche","Italia",1525271,394,25.83,54,3.54,13,0.85,0,0
2020-03-01,11,"Marche","Italia",1525271,25,1.64,5,0.33,0,0,0,0
2020-03-07,11,"Marche","Italia",1525271,207,13.57,36,2.36,6,0.39,0,0
2020-03-23,11,"Marche","Italia",1525271,2569,168.43,148,9.7,203,13.31,8,0.52
2020-02-29,11,"Marche","Italia",1525271,11,0.72,2,0.13,0,0,0,0
2020-03-22,11,"Marche","Italia",1525271,2421,158.73,138,9.05,184,12.06,6,0.39
2020-03-08,11,"Marche","Italia",1525271,272,17.83,41,2.69,7,0.46,0,0
2020-03-21,11,"Marche","Italia",1525271,2153,141.16,141,9.24,154,10.1,2,0.13
2020-03-20,11,"Marche","Italia",1525271,1981,129.88,138,9.05,137,8.98,0,0
2020-03-17,11,"Marche","Italia",1525271,1371,89.89,109,7.15,69,4.52,0,0
2020-03-05,11,"Marche","Italia",1525271,124,8.13,19,1.25,4,0.26,0,0
2020-03-16,11,"Marche","Italia",1525271,1242,81.43,110,7.21,57,3.74,0,0
2020-03-03,11,"Marche","Italia",1525271,61,4,13,0.85,2,0.13,0,0
2020-03-14,11,"Marche","Italia",1525271,899,58.94,93,6.1,36,2.36,0,0
2020-03-02,11,"Marche","Italia",1525271,35,2.29,6,0.39,1,0.07,0,0
2020-02-28,11,"Marche","Italia",1525271,6,0.39,2,0.13,0,0,0,0
2020-02-27,11,"Marche","Italia",1525271,3,0.2,1,0.07,0,0,0,0
2020-03-11,11,"Marche","Italia",1525271,479,31.4,66,4.33,18,1.18,0,0
2020-02-26,11,"Marche","Italia",1525271,1,0.07,0,0,0,0,0,0
2020-03-19,11,"Marche","Italia",1525271,1737,113.88,141,9.24,115,7.54,0,0
2020-02-25,11,"Marche","Italia",1525271,0,0,0,0,0,0,0,0
2020-03-12,11,"Marche","Italia",1525271,592,38.81,76,4.98,22,1.44,0,0
2020-03-18,11,"Marche","Italia",1525271,1568,102.8,119,7.8,92,6.03,0,0
2020-03-09,11,"Marche","Italia",1525271,323,21.18,47,3.08,10,0.66,0,0
2020-02-24,11,"Marche","Italia",1525271,0,0,0,0,0,0,0,0
2020-03-04,11,"Marche","Italia",1525271,84,5.51,15,0.98,4,0.26,0,0
2020-03-13,11,"Marche","Italia",1525271,725,47.53,85,5.57,27,1.77,0,0
2020-03-03,14,"Molise","Italia",305617,3,0.98,0,0,0,0,0,0
2020-02-28,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-24,14,"Molise","Italia",305617,73,23.89,7,2.29,8,2.62,10,3.27
2020-02-27,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-01,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-02,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-06,14,"Molise","Italia",305617,12,3.93,2,0.65,0,0,0,0
2020-03-22,14,"Molise","Italia",305617,66,21.6,7,2.29,7,2.29,7,2.29
2020-03-19,14,"Molise","Italia",305617,46,15.05,6,1.96,2,0.65,6,1.96
2020-02-26,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-02-29,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-05,14,"Molise","Italia",305617,7,2.29,0,0,0,0,0,0
2020-03-04,14,"Molise","Italia",305617,3,0.98,0,0,0,0,0,0
2020-03-08,14,"Molise","Italia",305617,14,4.58,2,0.65,0,0,0,0
2020-02-24,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-23,14,"Molise","Italia",305617,67,21.92,7,2.29,7,2.29,10,3.27
2020-03-13,14,"Molise","Italia",305617,17,5.56,3,0.98,0,0,0,0
2020-03-21,14,"Molise","Italia",305617,61,19.96,6,1.96,7,2.29,7,2.29
2020-03-15,14,"Molise","Italia",305617,17,5.56,4,1.31,0,0,0,0
2020-03-20,14,"Molise","Italia",305617,50,16.36,6,1.96,5,1.64,6,1.96
2020-02-25,14,"Molise","Italia",305617,0,0,0,0,0,0,0,0
2020-03-10,14,"Molise","Italia",305617,15,4.91,3,0.98,0,0,0,0
2020-03-09,14,"Molise","Italia",305617,14,4.58,2,0.65,0,0,0,0
2020-03-07,14,"Molise","Italia",305617,14,4.58,2,0.65,0,0,0,0
2020-03-14,14,"Molise","Italia",305617,17,5.56,3,0.98,0,0,0,0
2020-03-17,14,"Molise","Italia",305617,25,8.18,5,1.64,1,0.33,5,1.64
2020-03-16,14,"Molise","Italia",305617,21,6.87,5,1.64,1,0.33,5,1.64
2020-03-11,14,"Molise","Italia",305617,16,5.24,3,0.98,0,0,0,0
2020-03-18,14,"Molise","Italia",305617,28,9.16,6,1.96,1,0.33,6,1.96
2020-03-12,14,"Molise","Italia",305617,16,5.24,3,0.98,0,0,0,0
2020-03-17,4,"P.A. Bolzano","Italia",533050,291,54.59,11,2.06,8,1.5,1,0.19
2020-03-11,4,"P.A. Bolzano","Italia",533050,75,14.07,4,0.75,0,0,0,0
2020-03-24,4,"P.A. Bolzano","Italia",533050,781,146.52,38,7.13,38,7.13,44,8.25
2020-03-03,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-01,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-07,4,"P.A. Bolzano","Italia",533050,9,1.69,0,0,0,0,0,0
2020-03-21,4,"P.A. Bolzano","Italia",533050,621,116.5,30,5.63,20,3.75,1,0.19
2020-03-09,4,"P.A. Bolzano","Italia",533050,9,1.69,0,0,0,0,0,0
2020-03-05,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-18,4,"P.A. Bolzano","Italia",533050,376,70.54,18,3.38,9,1.69,1,0.19
2020-03-13,4,"P.A. Bolzano","Italia",533050,125,23.45,5,0.94,2,0.38,0,0
2020-02-26,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-02-24,4,"P.A. Bolzano","Italia",533050,0,0,0,0,0,0,0,0
2020-03-08,4,"P.A. Bolzano","Italia",533050,9,1.69,0,0,0,0,0,0
2020-03-22,4,"P.A. Bolzano","Italia",533050,678,127.19,32,6,23,4.31,7,1.31
2020-03-10,4,"P.A. Bolzano","Italia",533050,38,7.13,1,0.19,0,0,0,0
2020-03-15,4,"P.A. Bolzano","Italia",533050,204,38.27,4,0.75,5,0.94,0,0
2020-03-12,4,"P.A. Bolzano","Italia",533050,104,19.51,4,0.75,1,0.19,0,0
2020-02-27,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-04,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-02-29,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-02,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-02-28,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-14,4,"P.A. Bolzano","Italia",533050,173,32.45,7,1.31,3,0.56,0,0
2020-03-06,4,"P.A. Bolzano","Italia",533050,4,0.75,0,0,0,0,0,0
2020-03-19,4,"P.A. Bolzano","Italia",533050,436,81.79,18,3.38,14,2.63,1,0.19
2020-02-25,4,"P.A. Bolzano","Italia",533050,1,0.19,0,0,0,0,0,0
2020-03-23,4,"P.A. Bolzano","Italia",533050,724,135.82,33,6.19,29,5.44,7,1.31
2020-03-16,4,"P.A. Bolzano","Italia",533050,241,45.21,11,2.06,6,1.13,0,0
2020-03-20,4,"P.A. Bolzano","Italia",533050,548,102.8,24,4.5,17,3.19,1,0.19
2020-02-27,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-02-28,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-13,4,"P.A. Trento","Italia",540000,163,30.19,6,1.11,2,0.37,4,0.74
2020-03-02,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-23,4,"P.A. Trento","Italia",540000,1023,189.44,46,8.52,41,7.59,68,12.59
2020-03-07,4,"P.A. Trento","Italia",540000,14,2.59,1,0.19,0,0,0,0
2020-03-03,4,"P.A. Trento","Italia",540000,4,0.74,0,0,0,0,0,0
2020-03-01,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-15,4,"P.A. Trento","Italia",540000,378,70,19,3.52,6,1.11,5,0.93
2020-03-24,4,"P.A. Trento","Italia",540000,1110,205.56,49,9.07,56,10.37,79,14.63
2020-03-04,4,"P.A. Trento","Italia",540000,5,0.93,0,0,0,0,0,0
2020-03-09,4,"P.A. Trento","Italia",540000,33,6.11,2,0.37,0,0,0,0
2020-03-21,4,"P.A. Trento","Italia",540000,782,144.81,39,7.22,28,5.19,34,6.3
2020-02-29,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-14,4,"P.A. Trento","Italia",540000,206,38.15,12,2.22,2,0.37,5,0.93
2020-03-19,4,"P.A. Trento","Italia",540000,523,96.85,30,5.56,12,2.22,20,3.7
2020-03-16,4,"P.A. Trento","Italia",540000,378,70,19,3.52,6,1.11,5,0.93
2020-02-26,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-20,4,"P.A. Trento","Italia",540000,642,118.89,34,6.3,13,2.41,29,5.37
2020-03-11,4,"P.A. Trento","Italia",540000,77,14.26,4,0.74,0,0,3,0.56
2020-03-22,4,"P.A. Trento","Italia",540000,954,176.67,46,8.52,35,6.48,34,6.3
2020-03-17,4,"P.A. Trento","Italia",540000,385,71.3,22,4.07,7,1.3,10,1.85
2020-03-08,4,"P.A. Trento","Italia",540000,23,4.26,2,0.37,0,0,0,0
2020-02-25,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-10,4,"P.A. Trento","Italia",540000,52,9.63,3,0.56,0,0,2,0.37
2020-03-05,4,"P.A. Trento","Italia",540000,7,1.3,0,0,0,0,0,0
2020-03-18,4,"P.A. Trento","Italia",540000,455,84.26,22,4.07,7,1.3,12,2.22
2020-02-24,4,"P.A. Trento","Italia",540000,0,0,0,0,0,0,0,0
2020-03-12,4,"P.A. Trento","Italia",540000,107,19.81,5,0.93,1,0.19,4,0.74
2020-03-06,4,"P.A. Trento","Italia",540000,10,1.85,0,0,0,0,0,0
2020-03-03,1,"Piemonte","Italia",4356406,56,1.29,3,0.07,0,0,0,0
