"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-03-29","Guadalajara","Castilla - La Mancha","","","","436","326","","86","535","","","RTVE","https://public.flourish.studio/visualisation/1451266","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-29","Toledo","Castilla - La Mancha","","","","1126","718","","131","1317","","","RTVE","https://public.flourish.studio/visualisation/1451263","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-30","Albacete","Castilla - La Mancha","","","","1339","799","82","133","1537","","","RTVE","https://public.flourish.studio/visualisation/1451266","Actualizado a las 23:15h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de nota de prensa en la fuente habitual."
"2020-03-30","Ciudad Real","Castilla - La Mancha","","","","1772","1130","85","179","2041","","","RTVE","https://public.flourish.studio/visualisation/1451263","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-30","Cuenca","Castilla - La Mancha","","","","187","181","22","62","268","","","RTVE","https://public.flourish.studio/visualisation/1451260","Actualizado a las 23:15h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-30","Guadalajara","Castilla - La Mancha","","","","479","315","31","93","586","","","RTVE","https://public.flourish.studio/visualisation/1451257","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-30","Toledo","Castilla - La Mancha","","","","1426","709","82","155","1426","","","RTVE","https://public.flourish.studio/visualisation/1451254","Actualizado a las 23:15h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-31","Albacete","Castilla - La Mancha","","","","1494","","","148","1707","","","RTVE","https://public.flourish.studio/visualisation/1451263/","Actualizado a las 21:50. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de notas de prensa en https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-31","Ciudad Real","Castilla - La Mancha","","","","1989","","","218","2297","","","RTVE","https://public.flourish.studio/visualisation/1451263/","Actualizado a las 21:50. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de notas de prensa en https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-31","Cuenca","Castilla - La Mancha","","","","210","","","64","293","","","RTVE","https://public.flourish.studio/visualisation/1451263/","Actualizado a las 21:50. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de notas de prensa en https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-31","Guadalajara","Castilla - La Mancha","","","","532","","","97","643","","","RTVE","https://public.flourish.studio/visualisation/1451263/","Actualizado a las 21:50. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de notas de prensa en https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-31","Toledo","Castilla - La Mancha","","","","1239","","","181","","","","RTVE","https://public.flourish.studio/visualisation/1451263/","Actualizado a las 21:50. Los hospitalizados y datos UCI (pacientes con respirador) están extraidos de notas de prensa en https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-04-01","Albacete","Castilla - La Mancha","","","","1678","","","156","1933","","","RTVE","https://public.flourish.studio/visualisation/1451263/","¹La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado."
"2020-04-01","Ciudad Real","Castilla - La Mancha","","","","2076","","","245","2471","","","RTVE","https://public.flourish.studio/visualisation/1451263/","¹La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado."
"2020-04-01","Cuenca","Castilla - La Mancha","","","","206","","","68","297","","","RTVE","https://public.flourish.studio/visualisation/1451263/","¹La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado."
"2020-04-01","Guadalajara","Castilla - La Mancha","","","","618","","","100","753","","","RTVE","https://public.flourish.studio/visualisation/1451263/","¹La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado."
"2020-04-01","Toledo","Castilla - La Mancha","","","","1298","","","205","1593","","","RTVE","https://public.flourish.studio/visualisation/1451263/","¹La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado."
"2020-04-02","Albacete","Castilla - La Mancha","","","","1806","","","170","2098","","","RTVE","https://app.flourish.studio/visualisation/1451263/ (22:55)","¹El Gobierno de Aragón ha informado del fallecimiento de otras dos personas cuyo origen es desconocido, por lo que el total en la comunidad asciende a 200."
"2020-04-02","Ciudad Real","Castilla - La Mancha","","","","2340","","","272","2807","","","RTVE","https://app.flourish.studio/visualisation/1451263/ (22:55)",""
"2020-04-02","Cuenca","Castilla - La Mancha","","","","207","","","73","308","","","RTVE","https://app.flourish.studio/visualisation/1451263/ (22:55)",""
"2020-04-02","Guadalajara","Castilla - La Mancha","","","","644","","","105","796","","","RTVE","https://app.flourish.studio/visualisation/1451263/ (22:55)","¹Canarias no especifica el lugar de las altas, lo que impide calcular los casos activos por isla. Se muestra el dato acumulado de la comunidad autónoma."
"2020-04-02","Toledo","Castilla - La Mancha","","","","1339","","","234","1673","","","RTVE","https://app.flourish.studio/visualisation/1451263/ (22:55)","¹Canarias no especifica el lugar de las altas, lo que impide calcular los casos activos por isla. Se muestra el dato acumulado de la comunidad autónoma."
"2020-04-03","Albacete","Castilla - La Mancha","","","","","799","","183","2386","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Hoy no se utilizó la habitual funte de rtve porque hcia referencia a un unico dato regional de datos activos. El de defunciones coincide siempre con el de las notas de prensa."
"2020-04-03","Ciudad Real","Castilla - La Mancha","","","","","1182","","291","3098","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Hoy no se utilizó la habitual funte de rtve porque hcia referencia a un unico dato regional de datos activos. El de defunciones coincide siempre con el de las notas de prensa."
"2020-04-03","Cuenca","Castilla - La Mancha","","","","","177","","79","367","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Hoy no se utilizó la habitual funte de rtve porque hcia referencia a un unico dato regional de datos activos. El de defunciones coincide siempre con el de las notas de prensa."
"2020-04-03","Guadalajara","Castilla - La Mancha","","","","","283","","109","824","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Hoy no se utilizó la habitual funte de rtve porque hcia referencia a un unico dato regional de datos activos. El de defunciones coincide siempre con el de las notas de prensa."
"2020-04-03","Toledo","Castilla - La Mancha","","","","","727","","254","1848","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Hoy no se utilizó la habitual funte de rtve porque hcia referencia a un unico dato regional de datos activos. El de defunciones coincide siempre con el de las notas de prensa."
"2020-04-04","Albacete","Castilla - La Mancha","","","","","809","","194","2548","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Actualizado a las 22:30. Hoy el flourish de rtve no incluia informaciòn provincial (solo fallecimientos)."
"2020-04-04","Ciudad Real","Castilla - La Mancha","","","","","1169","","312","3496","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Actualizado a las 22:30. Hoy el flourish de rtve no incluia informaciòn provincial (solo fallecimientos)."
"2020-04-04","Cuenca","Castilla - La Mancha","","","","","158","","89","449","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Actualizado a las 22:30. Hoy el flourish de rtve no incluia informaciòn provincial (solo fallecimientos)."
"2020-04-04","Guadalajara","Castilla - La Mancha","","","","","279","","118","837","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Actualizado a las 22:30. Hoy el flourish de rtve no incluia informaciòn provincial (solo fallecimientos)."
"2020-04-04","Toledo","Castilla - La Mancha","","","","","718","","276","1994","","","Gobierno de Castilla-La Mancha","notas de prensa https://www.castillalamancha.es/actualidad/notasdeprensa","Actualizado a las 22:30. Hoy el flourish de rtve no incluia informaciòn provincial (solo fallecimientos)."
